"PUBID","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!ETHNICITY","KEY!RACE","CV_INCOME_GROSS_YR","CV_HH_NET_WORTH_P","CV_YTH_REL_HH_CURRENT","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","CV_HGC_RES_DAD","CV_HGC_RES_MOM","KEY!RACE_ETHNICITY","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_DIPLOMA","CVC_BA_DEGREE","CVC_RND"
302,2,3,1984,0,1,-3,-3,1,1,12,14,12,14,4,9,0,-4,-4,3
303,2,9,1980,0,1,-3,-3,2,1,-3,13,18,13,4,16,4,222,308,17
304,1,2,1983,0,1,-3,-3,2,1,-3,-3,-3,-3,4,19,2,257,-4,17
305,2,2,1983,0,1,-3,-3,1,1,16,16,16,16,4,20,5,258,-4,17
306,2,2,1980,0,1,-3,-4,7,1,-4,-4,16,16,4,18,5,222,-4,17
307,2,5,1980,0,1,-3,-4,7,1,-4,-4,16,16,4,20,5,222,269,17
308,1,4,1981,0,1,-3,-4,7,1,-4,-4,16,16,4,14,2,246,-4,15
309,2,4,1981,0,1,-3,-4,7,1,-4,-4,16,16,4,16,4,246,296,17
310,2,6,1982,0,1,-3,-4,7,1,-4,-4,16,16,4,16,4,246,305,14
311,1,3,1982,0,1,-4,-4,6,1,-4,-4,16,18,4,16,4,246,324,17
312,2,7,1982,0,1,-4,-4,6,1,-4,-4,16,18,4,18,2,246,-4,17
313,2,4,1981,0,1,246474,-3,1,1,16,12,16,12,4,16,4,222,269,17
314,1,10,1984,0,1,246474,-3,1,1,16,12,16,12,4,17,5,270,-3,13
315,2,1,1982,0,1,135500,413500,1,1,16,16,16,16,4,12,2,246,-4,17
316,1,4,1982,0,1,-3,-3,1,1,14,14,14,14,4,19,4,245,336,13
317,2,8,1980,1,5,-4,-4,1,1,-3,-3,-3,-3,2,15,3,243,-4,13
318,1,2,1983,0,1,-3,-3,4,1,-3,12,-4,12,4,11,0,-4,-4,6
319,2,3,1983,0,1,80000,-3,1,1,16,14,16,14,4,8,0,-4,-4,1
320,2,7,1982,0,1,40000,365001,4,1,13,18,-4,18,4,15,4,246,293,17
321,1,10,1981,0,1,-4,-4,1,1,12,12,12,12,4,12,2,234,-4,17
322,2,6,1982,0,1,28000,151000,4,1,12,13,-4,13,4,19,5,246,293,17
323,1,3,1980,0,1,102000,-3,4,1,15,14,-4,14,4,15,2,222,-4,17
324,1,6,1980,0,1,-4,-4,1,1,16,12,16,12,4,15,3,222,-4,6
325,1,9,1984,0,1,-4,-4,4,1,12,13,-4,13,4,18,5,270,324,17
326,2,3,1980,0,1,-3,-3,1,1,14,12,14,12,4,16,4,221,269,17
327,2,1,1983,0,1,-4,-4,1,1,18,14,18,14,4,20,5,257,305,17
328,1,3,1984,0,1,45000,-3,1,1,12,12,12,12,4,12,2,270,-4,6
329,1,2,1984,0,1,-4,-4,1,1,14,12,14,12,4,16,4,269,317,17
330,1,6,1982,0,1,-4,-4,1,1,14,14,14,14,4,8,0,-4,-4,1
331,2,4,1980,0,1,-3,-3,1,1,12,12,12,12,4,15,3,234,-4,17
332,1,1,1980,0,1,-3,-3,3,1,-3,-4,-3,20,4,18,4,222,269,17
333,2,8,1982,0,1,-3,-3,3,1,-3,-4,-3,20,4,14,2,258,-4,17
334,2,1,1984,0,1,162000,-3,2,1,-3,20,-3,20,4,16,4,270,317,17
335,2,6,1980,0,1,-4,-4,1,1,12,12,12,12,4,16,4,222,281,16
336,1,2,1982,0,2,-3,-3,1,1,16,18,16,18,1,20,5,246,300,17
337,1,7,1983,0,1,150500,-3,1,1,16,16,16,16,4,16,2,258,-4,17
338,2,4,1981,0,1,246474,-3,1,1,20,18,20,18,4,19,5,234,281,17
339,2,9,1981,0,4,22000,3750,1,1,11,10,11,10,4,16,4,234,281,17
340,1,12,1981,0,4,17930,2778,1,1,9,11,9,11,4,20,5,246,-3,17
341,1,12,1983,0,4,-4,-4,1,1,9,11,9,11,4,17,4,270,330,17
342,1,3,1982,0,4,-4,-4,5,1,16,-4,16,-4,4,11,1,-4,-4,17
343,1,3,1984,0,4,-4,-4,5,1,16,-4,16,-4,4,11,0,-4,-4,17
344,1,3,1984,0,4,-4,-4,5,1,16,-4,16,-4,4,12,2,265,-4,17
345,1,3,1984,0,4,-4,-4,5,1,16,-4,16,-4,4,9,0,-4,-4,17
346,1,5,1984,1,-2,0,500,4,1,10,12,-4,12,2,13,2,270,-4,17
347,1,9,1981,1,-2,-3,-26250,1,1,6,6,6,6,2,12,2,246,-4,17
348,1,8,1983,1,-2,-3,-26250,1,1,6,6,6,6,2,12,0,-4,-4,17
349,1,1,1984,1,-2,-3,-26250,1,1,6,6,6,6,2,12,2,282,-4,17
350,1,2,1984,0,1,42250,45000,1,1,-3,-3,-3,-3,4,12,2,270,-4,16
351,2,6,1981,1,-2,17500,58250,1,1,10,10,10,10,2,16,2,234,-4,17
352,2,6,1981,1,-2,17500,58250,1,1,10,10,10,10,2,12,2,234,-4,13
353,2,9,1982,1,-2,17500,58250,1,1,10,10,10,10,2,11,0,-4,-4,13
354,2,7,1982,1,-2,2000,59750,1,1,11,11,11,11,2,12,2,246,-4,17
355,2,12,1980,1,-2,2000,59750,1,1,11,11,11,11,2,12,2,210,-4,17
356,2,10,1982,1,-2,17500,4750,1,1,11,10,11,10,2,12,2,258,-4,17
357,1,9,1981,1,-2,21000,52250,1,1,6,6,6,6,2,14,2,234,-4,17
358,1,2,1983,1,-2,21000,52250,1,1,6,6,6,6,2,14,3,258,-4,17
359,2,1,1983,1,-2,21000,52250,1,1,6,6,6,6,2,13,2,258,-4,17
360,1,9,1984,1,-2,-4,-4,4,1,-3,10,-4,10,2,16,4,270,341,17
361,1,8,1980,1,-2,24000,-4,10,1,-4,-4,-4,-4,2,10,0,-4,-4,1
362,2,4,1981,1,1,38500,6100,1,1,4,4,4,4,2,13,2,234,-4,17
363,2,11,1983,1,1,38500,6100,1,1,4,4,4,4,2,14,2,258,-4,17
364,2,7,1984,1,1,15000,2750,2,1,-3,3,-3,3,2,14,2,270,-4,14
365,2,2,1982,1,1,29046,12750,4,1,11,12,-4,12,2,11,2,294,-4,17
366,2,8,1980,1,1,-4,-4,1,1,9,8,9,8,2,18,4,222,317,17
367,1,6,1981,1,1,-4,-4,1,1,9,8,9,8,2,14,3,234,-4,17
368,2,4,1981,1,1,-3,-3,1,1,3,6,3,6,2,13,2,234,-4,17
369,1,7,1984,1,1,-3,-3,1,1,3,6,3,6,2,11,0,-4,-4,6
370,1,6,1981,1,1,67964,167750,8,1,12,-3,-4,-4,2,8,0,-4,-4,17
371,2,12,1982,1,1,67964,167750,8,1,12,-3,-4,-4,2,9,0,-4,-4,16
372,1,6,1983,1,3,-4,-4,4,1,12,10,-4,10,2,12,2,258,-4,17
373,2,8,1984,1,3,6000,500,4,1,12,10,-4,10,2,12,2,270,-4,17
374,2,9,1981,0,1,36214,153812,4,1,-4,14,-4,14,4,12,2,234,-4,17
375,1,7,1982,0,2,-3,285500,4,1,12,14,-4,14,1,12,2,246,-4,17
376,1,3,1981,0,2,40000,227500,1,1,9,12,9,12,1,16,2,234,-4,17
377,2,12,1984,0,2,-3,1750,2,1,12,11,12,11,1,10,2,282,-4,17
378,1,2,1984,0,2,70000,25001,1,1,16,13,16,13,1,14,2,270,-4,17
379,2,11,1980,1,-2,91000,118500,1,1,16,16,16,16,2,11,0,-4,-4,1
380,1,2,1983,0,5,0,7500,4,1,-4,12,-4,12,4,16,4,258,342,12
381,1,1,1980,1,-1,0,54500,4,1,14,14,-4,14,2,-3,2,222,-4,11
382,2,1,1980,0,1,-3,-4,10,1,14,14,-4,-4,4,18,4,222,321,17
383,2,2,1984,0,4,0,217500,4,1,16,14,-4,14,4,-3,0,-4,-4,4
384,1,11,1983,1,5,37000,166750,1,1,11,12,11,12,2,13,2,258,-4,6
385,1,12,1981,1,5,43000,16500,1,1,6,8,6,8,2,14,2,246,-4,17
386,1,6,1980,1,5,-3,500,4,1,-4,-3,-4,-3,2,15,2,222,-4,17
387,2,1,1983,1,5,-3,500,4,1,-4,-3,-4,-3,2,11,1,-4,-4,17
388,2,1,1982,1,5,-4,-4,4,1,-4,5,-4,5,2,9,0,-4,-4,17
389,2,6,1981,0,1,80500,134100,1,1,14,14,14,14,4,16,4,234,333,13
390,2,3,1983,0,4,17500,-3,4,1,16,15,-4,15,4,13,2,258,-4,17
391,1,3,1980,0,4,-4,-4,1,1,6,6,6,6,4,20,5,235,318,17
392,1,1,1980,1,5,-3,122600,1,1,14,18,14,18,2,15,2,210,-4,16
393,1,9,1983,1,5,-4,-4,9,1,12,14,-4,-4,2,17,3,282,-4,17
394,1,10,1984,1,5,-4,-4,1,1,16,14,16,14,2,17,4,282,336,17
395,1,8,1984,0,4,70000,45000,1,1,-3,14,-3,14,4,18,3,270,-4,17
396,1,9,1983,0,1,75500,108750,1,1,-3,-3,-3,-3,4,17,4,270,354,17
397,1,4,1982,1,-2,100000,69500,1,1,14,14,14,14,2,10,1,-4,-4,17
398,1,8,1980,1,5,-4,-4,1,1,12,-3,12,-3,2,15,2,229,-4,17
399,1,9,1980,0,-2,40000,185000,1,1,-3,12,-3,12,3,13,3,222,-4,3
400,2,7,1982,0,-2,40000,185000,1,1,-3,12,-3,12,3,16,4,246,318,17
401,1,6,1984,0,1,85500,66250,5,1,13,-4,13,-4,4,14,2,270,-4,17
402,2,7,1984,0,1,-4,-4,2,1,-3,12,12,12,4,13,2,297,-4,17
403,2,2,1984,0,2,-3,-3,2,1,11,14,11,14,1,12,2,261,-4,17
404,1,3,1980,0,1,67200,184500,1,1,14,14,14,14,4,18,5,222,294,17
405,1,9,1981,0,1,67200,184500,1,1,14,14,14,14,4,16,3,234,-4,9
406,2,6,1983,0,1,67200,184500,1,1,14,14,14,14,4,16,4,258,340,17
407,2,10,1981,1,5,3350,1750,4,1,-4,-3,-4,-3,2,12,2,234,-4,17
408,1,5,1980,0,2,-3,-3,4,1,-4,-3,-4,-3,1,14,2,222,-4,17
409,2,12,1980,0,2,-3,-3,1,1,-3,-3,-3,-3,1,12,2,234,-4,17
410,1,10,1980,1,5,-3,1750,4,1,-4,-3,-4,-3,2,10,1,-4,-4,16
411,2,2,1980,1,5,-4,-4,1,1,-3,-3,-3,-3,2,13,2,234,-4,17
412,1,2,1982,1,5,-4,-4,1,1,-3,-3,-3,-3,2,20,5,246,-3,17
413,1,7,1980,0,2,-4,-4,4,1,-4,13,-4,13,1,12,2,221,-4,17
414,2,7,1980,0,2,3000,500,4,1,11,11,-4,11,1,12,2,222,-4,17
415,2,12,1981,0,1,150000,600000,1,1,14,12,14,12,4,17,4,234,293,17
416,2,7,1980,0,4,-3,-3,1,1,17,16,17,16,4,20,7,222,270,17
417,2,5,1983,0,1,246474,569800,5,1,16,14,16,-4,4,16,4,258,318,17
418,1,5,1983,0,1,132600,-3,1,1,13,13,13,13,4,13,2,258,-4,6
419,1,2,1984,0,1,-3,600000,1,1,16,14,16,14,4,15,2,270,-4,17
420,1,3,1980,0,5,-3,-3,2,1,20,17,19,17,4,17,4,222,317,17
421,1,8,1982,0,1,43000,88750,1,1,-3,16,-3,16,4,14,2,258,-4,17
422,1,1,1981,0,5,103000,84000,3,1,20,15,20,18,3,17,4,234,306,17
423,2,1,1984,0,5,103000,84000,6,1,-3,12,20,18,3,14,3,270,-4,17
424,2,6,1984,1,5,71700,-3,1,1,17,17,17,17,2,17,4,270,329,17
425,2,8,1982,0,1,98000,76500,1,1,16,12,16,12,4,18,4,246,-3,17
426,2,12,1980,1,5,12000,6250,1,1,5,-3,5,-3,2,12,2,230,-4,17
427,1,11,1981,1,5,36000,11250,1,1,6,-3,6,-3,2,12,2,248,-4,17
428,2,11,1984,1,5,-4,-4,1,1,6,-3,6,-3,2,11,1,-4,-4,17
429,1,1,1981,0,1,600,15636,1,1,11,12,11,12,4,9,0,-4,-4,17
430,1,3,1983,0,1,53000,98750,1,1,14,16,14,16,4,16,4,258,324,12
431,2,10,1984,1,1,0,1327,4,1,12,15,-4,15,2,16,2,270,-4,11
432,1,2,1981,1,1,29000,-250,2,1,-3,16,15,16,2,12,2,234,-4,17
433,2,9,1984,1,1,29000,-250,2,1,-3,16,15,16,2,15,3,282,-4,17
434,1,4,1982,0,1,246474,600000,3,1,16,12,16,16,4,13,2,251,-4,17
435,2,6,1981,1,5,12500,3250,4,1,6,14,-4,14,2,14,7,234,-4,17
436,2,2,1982,1,1,0,1000,1,1,6,6,6,6,2,11,0,-4,-4,17
437,2,7,1981,1,5,17500,5750,1,1,-3,-3,-3,-3,2,12,2,234,-4,17
438,1,3,1983,1,5,17500,5750,1,1,-3,-3,-3,-3,2,11,2,259,-4,17
439,2,5,1984,1,5,17500,5750,1,1,-3,-3,-3,-3,2,11,0,-4,-4,17
440,1,8,1980,1,-2,4000,1750,1,1,9,95,9,95,2,14,2,-3,-4,17
441,1,1,1982,1,-2,4000,1750,1,1,9,95,9,95,2,10,0,-4,-4,17
442,2,3,1981,1,5,-4,-4,1,1,-3,12,-3,12,2,16,4,234,431,17
443,1,6,1980,1,5,15000,-3,1,1,-3,12,-3,12,2,12,2,234,-4,17
444,2,2,1982,1,5,15000,-3,1,1,-3,12,-3,12,2,9,0,-4,-4,17
445,1,1,1981,1,-2,-4,-4,4,1,-4,-3,-4,-3,2,18,2,210,-4,17
446,1,2,1983,1,5,-4,-4,4,1,-4,-3,-4,-3,2,12,2,258,-4,17
447,2,9,1983,1,5,-3,5000,1,1,12,12,12,12,2,12,2,305,-4,17
448,2,9,1983,1,5,-3,5000,1,1,12,12,12,12,2,12,2,270,-4,17
449,2,9,1984,1,5,15000,39500,1,1,12,11,12,11,2,11,0,-4,-4,5
450,2,11,1980,1,1,14000,500,1,1,6,6,6,6,2,13,2,234,-4,17
451,1,9,1983,1,1,14000,500,1,1,6,6,6,6,2,11,1,-4,-4,17
452,2,3,1981,1,1,19500,1200,2,1,-3,-3,-3,-3,2,10,0,-4,-4,17
453,2,7,1982,1,1,19500,1200,2,1,-3,-3,-3,-3,2,7,0,-4,-4,17
454,1,8,1982,1,1,8400,1750,4,1,-3,6,-4,6,2,13,2,246,-4,17
455,1,8,1984,1,3,45000,23000,1,1,-3,-3,-3,-3,2,12,2,270,-4,17
456,1,11,1983,1,5,-3,9500,4,1,3,12,-4,12,2,20,5,258,304,17
457,1,5,1980,1,5,-4,-4,3,1,6,-4,6,6,2,12,2,246,-4,17
458,1,6,1982,1,5,-4,-4,1,1,6,6,6,6,2,17,2,246,-4,17
459,2,6,1983,1,5,-3,-900,1,1,12,6,12,6,2,15,3,270,-4,17
460,2,12,1981,1,5,-3,500,1,1,6,9,6,9,2,12,2,270,-4,17
461,2,3,1983,1,5,-3,500,1,1,6,9,6,9,2,11,1,-4,-4,17
462,2,2,1981,1,5,-3,2600,4,1,-3,-3,-4,-3,2,12,2,234,-4,17
463,1,7,1982,1,5,-3,2600,4,1,-3,-3,-4,-3,2,9,0,-4,-4,17
464,2,11,1981,1,5,-3,11200,4,1,7,8,-4,8,2,12,2,246,-4,17
465,2,10,1984,1,5,-3,11200,4,1,7,8,-4,8,2,14,2,270,-4,17
466,1,12,1983,1,5,-4,-4,4,1,-3,4,-4,4,2,10,1,-4,-4,17
467,2,9,1984,1,5,11700,4550,1,1,10,6,10,6,2,12,2,270,-4,17
468,2,11,1981,1,5,19000,3550,9,1,-4,-3,-4,-4,2,13,2,246,-4,17
469,2,1,1982,1,5,19000,3550,1,1,9,12,9,12,2,12,2,246,-4,17
470,2,2,1981,1,5,-4,-4,4,1,16,9,-4,9,2,12,2,246,-4,17
471,1,7,1980,1,5,23000,-4885,1,1,6,3,6,3,2,12,2,234,-4,17
472,2,1,1983,1,5,23000,-4885,1,1,6,3,6,3,2,16,4,258,-3,17
473,2,3,1982,1,5,3000,7600,4,1,13,12,-4,12,2,10,0,-4,-4,17
474,2,7,1984,1,5,-4,-4,1,1,-3,-3,-3,-3,2,13,2,282,-4,17
475,1,3,1981,1,5,-3,-3,3,1,12,10,12,12,2,13,2,235,-4,17
476,1,7,1982,0,2,-4,-4,4,1,10,12,-4,12,1,16,4,246,341,17
477,2,5,1982,1,5,-4,-4,5,1,12,-3,12,-4,2,13,2,246,-4,17
478,2,1,1983,0,1,-3,164750,1,1,-3,-3,-3,-3,4,14,2,258,-4,17
479,2,8,1982,1,1,-4,-4,1,1,9,6,9,6,2,14,2,246,-4,17
480,2,7,1980,1,5,15000,8750,4,1,-4,3,-4,3,2,13,2,222,-4,17
481,1,5,1984,1,5,15000,8750,4,1,-4,3,-4,3,2,11,0,-4,-4,17
482,1,7,1983,0,2,250,42500,8,1,-4,-4,-4,-4,1,12,2,258,-4,17
483,1,2,1980,1,5,47200,63750,4,1,-4,13,-4,13,2,19,7,222,269,17
484,2,8,1982,1,5,47200,63750,4,1,-4,13,-4,13,2,19,5,246,305,17
485,1,7,1982,0,4,-4,-4,-3,1,-3,18,-3,18,4,20,5,246,300,17
486,2,6,1980,0,1,75000,101000,1,1,12,14,12,14,4,19,4,222,269,14
487,1,3,1984,0,1,75000,101000,1,1,12,14,12,14,4,17,4,270,396,17
488,2,1,1982,0,1,34000,266501,4,1,10,14,-4,14,4,12,2,246,-4,17
489,2,11,1982,0,1,26000,8000,4,1,-4,13,-4,13,4,16,4,246,341,14
490,1,11,1982,0,5,45040,-1500,1,1,17,17,17,17,3,17,2,258,-4,17
491,1,9,1984,0,5,45040,-1500,1,1,17,17,17,17,3,11,0,-4,-4,5
492,2,10,1983,0,4,-4,-4,1,1,16,16,16,16,4,19,5,270,324,17
493,1,9,1981,0,5,-4,-4,1,1,17,12,17,12,4,-3,-3,234,-4,16
494,2,3,1983,1,1,-4,-4,1,1,12,16,12,16,2,11,0,-4,-4,4
495,1,12,1984,1,1,-4,-4,1,1,12,16,12,16,2,9,0,-4,-4,4
496,1,7,1984,1,1,-4,-4,1,1,12,12,12,12,2,19,5,270,320,17
497,2,4,1981,0,5,61000,191500,1,1,16,13,16,13,3,16,4,234,281,10
498,2,5,1980,0,1,76400,465500,1,1,20,16,20,16,4,20,5,222,269,16
499,2,8,1982,1,1,38000,49500,4,1,12,13,-4,13,2,11,0,-4,-4,3
500,1,3,1982,0,1,-3,5600,4,1,14,14,-4,14,4,11,0,-4,-4,3
501,1,9,1982,0,1,-3,5600,9,1,12,12,-4,-4,4,9,0,-4,-4,2
502,1,9,1983,0,1,-3,5600,4,1,14,14,-4,14,4,11,0,-4,-4,4
503,1,12,1981,0,1,75000,127000,1,1,16,12,16,12,4,20,5,246,320,17
504,2,7,1984,0,1,43000,-3,2,1,12,12,12,12,4,11,0,-4,-4,17
505,1,8,1984,1,5,82300,57050,1,1,14,12,14,12,2,15,2,270,-4,15
506,1,9,1982,0,1,48000,2350,4,1,14,12,-4,12,4,12,2,246,-4,5
507,2,8,1984,0,4,-4,-4,1,1,6,6,6,6,4,14,2,270,-4,17
508,1,8,1981,1,1,-3,-3,1,1,3,3,3,3,2,10,0,-4,-4,17
509,2,8,1984,0,2,10000,3450,4,1,-3,15,-4,15,1,20,5,270,330,17
510,1,5,1980,1,5,7500,1750,4,1,-4,6,-4,6,2,12,-3,-3,-4,17
511,1,1,1980,1,1,-4,-4,1,1,4,6,4,6,2,12,2,222,-4,17
512,2,3,1981,1,1,38000,-1500,1,1,4,4,4,4,2,10,0,-4,-4,17
513,1,5,1982,1,1,38000,-1500,1,1,4,4,4,4,2,11,0,-4,-4,17
514,2,2,1981,1,5,13200,1750,1,1,9,9,9,9,2,9,0,-4,-4,15
515,2,3,1983,1,5,18000,9500,2,1,-3,12,11,12,2,12,2,282,-4,17
516,1,3,1983,1,5,18000,9500,2,1,-3,12,11,12,2,-3,0,-4,-4,17
517,1,9,1981,1,1,-4,-4,1,1,-3,8,-3,8,2,12,2,245,-4,17
518,2,11,1983,1,1,-4,-4,1,1,-3,8,-3,8,2,12,2,269,-4,17
519,2,6,1980,1,1,456,-4,10,1,4,12,-4,-4,2,12,2,222,-4,17
520,1,10,1981,1,5,-4,-4,4,1,5,8,-4,8,2,12,2,252,-4,17
521,1,7,1983,1,5,-4,-4,4,1,5,8,-4,8,2,11,0,-4,-4,17
522,1,1,1983,1,5,15000,6750,2,1,-4,12,95,12,2,11,0,-4,-4,17
523,2,5,1980,0,1,29250,184950,4,1,14,12,-4,12,4,13,0,-4,-4,17
524,1,8,1981,1,1,-4,-4,1,1,-3,12,-3,12,2,11,1,-4,-4,17
525,1,4,1982,1,1,9000,-3,1,1,9,6,9,6,2,12,2,258,-4,17
526,1,11,1983,1,1,9000,-3,1,1,9,6,9,6,2,11,1,-4,-4,17
527,1,12,1981,0,1,246474,-3,1,1,20,17,20,17,4,20,4,246,312,17
528,2,9,1982,0,1,246474,457500,3,1,12,-3,12,18,4,14,3,246,-4,17
529,2,4,1982,1,5,18000,14750,4,1,-4,14,-4,14,2,18,5,246,309,17
530,2,9,1982,0,1,112520,-3,1,1,16,16,16,16,4,20,4,246,305,17
531,2,4,1980,1,1,-4,-4,1,1,6,6,6,6,2,12,2,222,-4,8
532,2,1,1983,1,1,-4,-4,1,1,6,6,6,6,2,9,0,-4,-4,2
533,2,1,1983,0,4,-4,-4,1,1,-3,-3,-3,-3,4,16,4,258,318,15
534,2,11,1981,1,1,-4,-4,4,1,6,6,-4,6,2,12,2,234,-4,17
535,2,5,1980,0,4,-4,-4,1,1,16,16,16,16,4,20,5,222,272,17
536,1,12,1982,1,1,-4,-4,1,1,9,9,9,9,2,16,3,258,-4,17
537,1,2,1982,0,1,36960,-2235,4,1,10,13,-4,13,4,11,0,-4,-4,17
538,2,8,1983,0,1,36960,-2235,4,1,10,13,-4,13,4,11,1,-4,-4,17
539,1,6,1980,1,-2,30000,148500,4,1,-3,16,-4,16,2,18,5,210,-4,7
540,2,2,1982,1,-2,30000,148500,4,1,-3,16,-4,16,2,13,2,246,-4,17
541,2,2,1982,1,-2,-4,-4,1,1,12,12,12,12,2,16,4,246,348,15
542,2,2,1984,0,2,69200,600000,1,1,15,16,15,16,1,17,4,270,329,17
543,1,10,1983,1,-2,43000,52500,4,1,6,8,-4,8,2,14,2,269,-4,16
544,1,2,1981,0,1,92000,600000,6,1,-4,-4,19,19,4,18,5,234,281,17
545,1,8,1981,0,2,-4,-4,4,1,-3,14,-4,14,1,12,2,234,-4,17
546,1,6,1980,0,4,-3,-3,1,1,16,16,16,16,4,19,7,222,288,15
547,1,1,1984,0,1,-3,600000,1,1,16,18,16,18,4,16,4,270,324,17
548,2,11,1984,0,1,63000,600000,1,1,13,12,13,12,4,14,2,258,-4,17
549,1,12,1981,0,1,93650,85800,3,1,16,16,16,12,4,13,1,-4,-4,17
550,1,2,1984,0,1,-3,-3,1,1,16,18,16,18,4,17,4,270,324,12
551,1,12,1981,0,4,-3,600000,1,1,16,14,16,14,4,17,4,246,317,17
552,1,11,1981,0,1,95100,234500,2,1,12,15,14,15,4,13,2,246,-4,14
553,1,9,1983,0,1,95100,234500,2,1,12,15,14,15,4,9,0,-4,-4,3
554,1,8,1981,0,1,33600,33600,2,1,12,13,12,13,4,10,0,-4,-4,15
555,1,3,1984,0,1,-3,46300,4,1,14,16,-4,16,4,20,5,270,318,17
556,2,7,1982,0,1,-3,17900,4,1,20,16,-4,16,4,16,4,246,312,17
557,2,11,1981,1,5,43331,118200,1,1,16,18,16,18,2,20,4,234,310,17
558,1,2,1982,0,1,100500,442500,1,1,15,8,15,8,4,17,4,246,306,17
559,2,3,1984,0,1,57150,142500,4,1,12,18,-4,18,4,15,2,270,-4,17
560,2,4,1981,0,1,42152,29467,1,1,12,13,12,13,4,13,2,234,-4,17
561,1,3,1984,0,1,42152,29467,1,1,12,13,12,13,4,14,2,270,-4,17
562,2,1,1983,1,5,28000,49200,1,1,8,12,8,12,2,14,2,258,-4,17
563,1,3,1982,0,1,-3,28030,2,1,-3,9,10,9,4,10,0,-4,-4,17
564,1,8,1983,0,1,46200,100651,1,1,12,13,12,13,4,14,2,258,-4,17
565,1,4,1982,1,5,-3,56000,2,1,12,12,16,12,2,14,3,246,-4,16
566,2,7,1982,1,5,-4,-4,1,1,8,8,8,8,2,12,2,246,-4,17
567,1,3,1980,0,1,71765,-3,1,1,11,12,11,12,4,12,2,222,-4,17
568,1,10,1981,0,1,71765,-3,1,1,11,12,11,12,4,12,2,234,-4,17
569,1,4,1981,0,1,96000,4500,1,1,12,12,12,12,4,10,0,-4,-4,8
570,2,7,1982,0,1,96000,4500,1,1,12,12,12,12,4,11,1,-4,-4,17
571,1,10,1980,0,1,76720,159000,9,1,12,12,-4,-4,4,12,2,234,-4,17
572,1,10,1983,0,1,76720,159000,4,1,12,13,-4,13,4,15,3,227,-4,15
573,2,9,1981,1,5,35000,86250,1,1,5,8,5,8,2,10,0,-4,-4,17
574,2,1,1983,1,5,35000,86250,1,1,5,8,5,8,2,9,0,-4,-4,17
575,1,12,1981,0,4,-3,116901,9,1,-3,16,-4,-4,4,12,2,246,-4,13
576,1,11,1981,0,1,86200,8750,1,1,17,14,17,14,4,14,2,246,-4,17
577,1,4,1984,0,1,86200,8750,1,1,17,14,17,14,4,14,3,270,-4,17
578,1,12,1982,0,1,75400,20899,1,1,14,14,14,14,4,12,2,269,-4,17
579,2,6,1980,0,1,40305,600000,1,1,12,12,12,12,4,19,4,222,342,17
580,1,5,1983,0,1,40305,600000,1,1,12,12,12,12,4,13,2,258,-4,17
581,1,4,1982,0,5,20880,5050,1,1,-3,12,-3,12,4,15,2,246,-4,17
582,2,11,1983,0,5,20880,5050,1,1,-3,12,-3,12,4,11,1,-4,-4,17
583,2,11,1981,0,1,29000,4750,4,1,14,16,-4,16,4,14,2,234,-4,17
584,2,12,1981,0,1,-4,-4,1,1,13,10,13,10,4,20,4,246,306,17
585,2,3,1983,0,1,-4,-4,1,1,13,10,13,10,4,20,5,257,-3,17
586,1,1,1980,1,1,46800,1300,2,1,12,10,12,10,2,12,2,221,-4,17
587,2,1,1983,1,1,46800,1300,2,1,12,10,12,10,2,14,2,257,-4,17
588,1,4,1983,0,1,9410,1200,4,1,10,11,-4,11,4,11,1,-4,-4,12
589,1,4,1983,0,1,9410,1200,4,1,10,11,-4,11,4,13,1,-4,-4,17
590,1,9,1983,0,1,48000,-3,1,1,12,12,12,12,4,12,2,258,-4,17
591,2,12,1982,1,1,14000,1194,4,1,10,12,-4,12,2,16,4,258,305,17
592,2,10,1984,1,1,14000,1194,4,1,10,12,-4,12,2,12,2,270,-4,17
593,2,5,1981,1,1,55250,42200,1,1,13,12,13,12,2,12,2,233,-4,3
594,2,2,1980,0,2,32220,4750,8,1,-3,8,-4,-4,1,10,0,-4,-4,17
595,2,9,1981,0,2,32220,4750,8,1,-3,8,-4,-4,1,13,2,263,-4,17
596,2,2,1981,0,1,-3,1600,4,1,-3,12,-4,12,4,9,0,-4,-4,11
597,2,12,1982,0,1,39800,1600,4,1,-3,12,-4,12,4,14,1,-4,-4,16
598,1,4,1981,1,1,45500,92500,1,1,12,12,12,12,2,16,4,233,270,17
599,2,9,1981,1,1,-3,500,2,1,-3,2,-3,2,2,13,2,233,-4,17
600,1,9,1984,1,1,-4,-4,1,1,12,2,12,2,2,13,2,282,-4,17
601,2,5,1980,1,1,-4,-4,4,1,12,8,-4,8,2,10,1,-4,-4,17
602,2,1,1982,1,1,-4,-4,4,1,12,8,-4,8,2,11,0,-4,-4,17
603,1,5,1984,1,1,-3,1500,1,1,3,5,3,5,2,11,2,270,-4,17
604,2,3,1981,1,1,25000,20500,1,1,6,6,6,6,2,12,2,236,-4,17
605,2,2,1983,1,1,56100,11650,4,1,-3,12,-4,12,2,9,1,-4,-4,17
